"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Comment la COVID-19 affecte l'Alberta aujourd'hui?
Pour plus de dtails sur les nouvelles du jour  https://t.co/IOdUm2XtgH",FALSE,0,NA,2020-05-05 23:57:45,TRUE,NA,"1257821819073105921",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","icialberta",0,FALSE,FALSE,NA,NA
"2","Unusual TEG pattern or unusual test environment? #teg #thromboelastogram #COVID19 #MedTwitter #hyperfibrinolysis https://t.co/05Em1NHLrC",FALSE,0,NA,2020-05-05 23:57:45,TRUE,NA,"1257821819031236610",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrBriVT",0,FALSE,FALSE,NA,NA
"3","The WHO FCTC say that smoking causes many of the underlying health conditions killing people with #COVID19 https://t.co/tGXJ3vjMri",FALSE,0,"TassieThinker",2020-05-05 23:57:45,TRUE,"1257821815541358592","1257821818976534528","146282985","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TassieThinker",0,FALSE,FALSE,NA,NA
"4","Trump doesn't have to worry about his legacy anymore. 
He will forever be the guy who didn't just do nothing in the https://t.co/s2ZT6T7VlZ",FALSE,0,NA,2020-05-05 23:57:45,TRUE,NA,"1257821817408040961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pir8qu33n",0,FALSE,FALSE,NA,NA
"5","@Steve_OTLS @kiato173 To further on that point, these are the people that I would like to see purged from society: https://t.co/7YHE4oSWs8",FALSE,0,"collins_uriah",2020-05-05 23:57:44,TRUE,"1257820725823430656","1257821816074014720","1219646179513815042","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","collins_uriah",0,FALSE,FALSE,NA,NA
"6","Forty years of the mullahs rule has dismantled the countrys medical, health and welfare foundations to a large ex https://t.co/lQQ3F3z3HZ",FALSE,0,NA,2020-05-05 23:57:44,TRUE,NA,"1257821813587038208",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Maryam_Rajavi",0,FALSE,FALSE,NA,NA
"7","Tacheles zu #Merkel #COVID19 den Staatsschulden und diversen Lgen.https://t.co/oWSXPwp84v",FALSE,0,NA,2020-05-05 23:57:43,FALSE,NA,"1257821812433448962",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","schoenetexte",0,FALSE,FALSE,NA,NA
"8","Tomemos en cuenta los lugares de riesgo de contagio Covid-19 que nos muestra el Ministerio de Obras Pblicas, Servi https://t.co/nYk5GFQOKF",FALSE,0,NA,2020-05-05 23:57:43,TRUE,NA,"1257821810718015494",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BagoBolivia",0,FALSE,FALSE,NA,NA
"9","Wow. #CERB contact sucks. Send me a confusing letter, then I cant get through on 1-833-669-0299. Any idea how I ca https://t.co/6IEYbYmQBr",FALSE,0,NA,2020-05-05 23:57:42,TRUE,NA,"1257821806687207427",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MattBInYYC",0,FALSE,FALSE,NA,NA
"10","@Santepub_Mtl @Val_Plante @schnobb @stminfo @MTL_Ville Bravo pour initiative! Par contre je vous conseille de meill https://t.co/GGpdHkweue",FALSE,0,"Santepub_Mtl",2020-05-05 23:57:42,TRUE,"1257736823603855362","1257821805542289419","115090477","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JacquelineZegr1",0,FALSE,FALSE,NA,NA
"11","    -       Sprii    https://t.co/cu9MizFPvQ   YALLASP https://t.co/UzDmIyUZ1G",FALSE,0,NA,2020-05-05 23:57:42,TRUE,NA,"1257821804938354688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BilalMartin13",0,FALSE,FALSE,NA,NA
"12","Nadie en mi familia quera creerlo, les advert que el virus exista pero no hicieron caso, hoy mi to y su familia https://t.co/YP7xSBbAs8",FALSE,0,NA,2020-05-05 23:57:40,TRUE,NA,"1257821799582175233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GuapoMarrero",0,FALSE,FALSE,NA,NA
"13","This beautiful @aliciakeys (new) song goes out to all the teachers, artists, health and social service providers ou https://t.co/YPkkbe2GfI",FALSE,0,NA,2020-05-05 23:57:40,TRUE,NA,"1257821797304512512",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Paola_A_Ardiles",0,FALSE,FALSE,NA,NA
"14","Todays local #COVID19 update:  The @UWSimcoeMuskoka has the 2nd. phase of the Urgent Needs Fund. #Barrie #Innisfil https://t.co/QPb8cKCRGY",FALSE,0,NA,2020-05-05 23:57:39,TRUE,NA,"1257821793882169346",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JohnBrassardCPC",0,FALSE,FALSE,NA,NA
"15","@MiqdadGG I have seen and have all these videos including some from the the taskforce that no one have shared. My p https://t.co/eY4Mg5NtDn",FALSE,0,"MiqdadGG",2020-05-05 23:57:39,TRUE,"1257817289598160896","1257821792451919873","524486942","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","trueNija",0,FALSE,FALSE,NA,NA
"16","If you're work helps fight #COVID19 please consider applying for free cloud storage @BitGiveOrg @DirectRelief https://t.co/97EfSwD4Ie",FALSE,0,NA,2020-05-05 23:57:37,TRUE,NA,"1257821786051211264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","heunland",0,FALSE,FALSE,NA,NA
"17","Breakdown of Total #Covid19 by States as Lagos, Kano , Abuja top List of States withCoronavirus https://t.co/4ffUP53g74",FALSE,0,NA,2020-05-05 23:57:37,FALSE,NA,"1257821785342513154",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","ejesgist",0,FALSE,FALSE,NA,NA
"18","#Atencao #GuararapesSP #TenhoProntaEntrega #WhatsApp 18 9 8155-2340 #mascara #covid19 #protecao #protecaocovid19 https://t.co/SxzdzBybaN",FALSE,0,NA,2020-05-05 23:57:37,TRUE,NA,"1257821784302333953",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","fernandimbrum",0,FALSE,FALSE,"-50.65110958","-21.23712961"
