"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Virs bu lkeden iki yilda falan gider o da kendi isteiyle #Covid_19 https://t.co/pkM80437YD",FALSE,0,NA,2020-05-05 23:57:50,FALSE,NA,"1257821839113498625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kubibryant24",0,FALSE,FALSE,NA,NA
"2","Ustedes estaran de acuerdo con que los municipios que no tienen casos confirmados de #Covid_19 se haga apertura al comercio??",FALSE,1,NA,2020-05-05 23:57:39,FALSE,NA,"1257821794553278465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ginamarcela84",1,FALSE,FALSE,NA,NA
"3","#MadagascarCure 
@AfricaCDC in talks to study the safety &amp; efficacy of the #Covid_19 herbal remedy developed by Mad https://t.co/dF7mdMA2Wt",FALSE,0,NA,2020-05-05 23:57:39,TRUE,NA,"1257821793055883265",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ewnreporter",0,FALSE,FALSE,NA,NA
"4","Positive news in dire times. So blessed. shitheadsteve trashcanpaul tank.sinatra dank_memes_world_1 #winnipeg https://t.co/OaOrOluD4S",FALSE,0,NA,2020-05-05 23:57:19,TRUE,NA,"1257821711736516608",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","VixBig",0,FALSE,FALSE,NA,NA
"5","""Desde el 11 hasta el 25 de mayo vamos a extender el aislamiento preventivo obligatorio, pero recuperando espacio d https://t.co/vCOvq6HDEz",FALSE,0,NA,2020-05-05 23:57:07,TRUE,NA,"1257821659022721026",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Caracter_la",0,FALSE,FALSE,NA,NA
"6","Allahm tamam biz bireylerin deerini anladik bitsin artk bu zdrap 
#Covid_19",FALSE,0,NA,2020-05-05 23:57:06,FALSE,NA,"1257821653645524994",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmreeYslyrt",0,FALSE,FALSE,NA,NA
"7","Para evitar contagios por #Covid_19, El mercado de flores Jamaica en #CDMX, estar cerrado desde el 7 al 17 de ma https://t.co/C7UJPqTacK",FALSE,0,NA,2020-05-05 23:56:53,TRUE,NA,"1257821599618797568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Omar_Aguilar212",0,FALSE,FALSE,NA,NA
"8","@DrManueldelaO, el dinero contra #Covid_19 no es buena voluntad de @JaimeRdzNL, es dinero del pueblo. No te arrastr https://t.co/bSr21gAhw0",FALSE,0,"DrManueldelaO",2020-05-05 23:56:39,TRUE,NA,"1257821541833699329","4073144173","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dontriana",0,FALSE,FALSE,NA,NA
"9","#anime #viral #virus #covid_19 #covid19 #mundo #pandemia #pandemic #cuarentena #imagination #plants https://t.co/qRXMZ2adNg",FALSE,0,NA,2020-05-05 23:56:30,FALSE,NA,"1257821502914695170",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","GusanoGris96",0,FALSE,FALSE,NA,NA
"10","Mi respaldo total al presidente @IvanDuque con la extensin del #AislamientoPreventivoObligatorio, entre el 11 y el https://t.co/kpZJ1cqAD9",FALSE,2,NA,2020-05-05 23:56:29,TRUE,NA,"1257821502109618176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","honohenriquez",1,FALSE,FALSE,NA,NA
"11","#Tabasco Martes 5/mayo/2020
Casos positivos de #Covid_19:
755 Centro
83 Crdenas
74 Nacajuca
63 Comalcalco
58 Para https://t.co/I3oStrqRjK",FALSE,0,"InformaKano",2020-05-05 23:56:20,TRUE,"1257820536018800644","1257821463136083968","1226660523372138496","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","InformaKano",0,FALSE,FALSE,NA,NA
"12","Nos encontramos dialogando con lderes de mercados en #CDMX para abordar los retos sanitarios y econmicos que enfr https://t.co/WTl1sAAqgI",FALSE,0,NA,2020-05-05 23:56:15,TRUE,NA,"1257821442672144386",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","gabysalido",0,FALSE,FALSE,NA,NA
"13","Salute to the heroes on the front lines in defense of human health, whether in #Jordan or anywhere else.  Illness d https://t.co/IBzCU6ovTJ",FALSE,0,NA,2020-05-05 23:56:15,TRUE,NA,"1257821440423976963",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Abdulla76695319",0,FALSE,FALSE,NA,NA
"14","@davidaxelrod @JoeBiden needs to start doing briefings with his #Pandemic task force.  Hire the fired Pandemic team https://t.co/Cs3i6BEGpy",FALSE,0,"davidaxelrod",2020-05-05 23:56:13,TRUE,"1257756811630792704","1257821431225651200","244655353","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Michell62614519",0,FALSE,FALSE,NA,NA
"15","                  https://t.co/gGIGNJpu2y",FALSE,0,NA,2020-05-05 23:56:05,TRUE,NA,"1257821401052057606",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","axinosp1",0,FALSE,FALSE,NA,NA
"16","#ReporteCoronavirus   Situacin del #Covid_19

 4 fallecidos este martes

 134 casos nuevos

 264 muertos e https://t.co/DYyASsaq4G",FALSE,0,NA,2020-05-05 23:55:59,TRUE,NA,"1257821373000495105",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ConclusionRos",0,FALSE,FALSE,NA,NA
"17","#Covid_19 | Hubo 134 nuevos contagios y la Argentina supera los 5.000 casos positivos https://t.co/4ez3G7Ctwq https://t.co/n3f4fdZgx5",FALSE,0,NA,2020-05-05 23:55:55,FALSE,NA,"1257821355929743360",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LaRepublicaCtes",0,FALSE,FALSE,NA,NA
"18","@RederekJames @CBSDFW there needs to be a list for people that refuse to wear masks, keep a safe physical distance https://t.co/MmwdHbECIK",FALSE,0,"RederekJames",2020-05-05 23:55:52,TRUE,"1257794577462779904","1257821343267139584","402499895","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hatesputin",0,FALSE,FALSE,NA,NA
"19"," Cules son las consecuencias de la pandemia #Covid_19? Cmo afectan al desarrollo del #FtbolFemenino?

Este vi https://t.co/9xb0Bbm5vw",FALSE,0,NA,2020-05-05 23:55:50,TRUE,NA,"1257821338535899137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SalvemoslFutbol",0,FALSE,FALSE,NA,NA
"20","@OSWALDORIOSM @Rcabrerasiles @lopezobrador_ #BenditasRedes #Lopez mejor ponte a trabajar y deja de dividir, de pega https://t.co/rc7LV72yEP",FALSE,0,"OSWALDORIOSM",2020-05-05 23:55:41,TRUE,"1257756269764644868","1257821298480185344","140630292","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elguerejo11",0,FALSE,FALSE,NA,NA
"21","Aktuelle Zahl in Deutschland: 167.007
Gestrige Prognose fr heute: Nicht genug Datenpunkte
Prognose fr morgen, 07. https://t.co/fNKdHDj3yb",FALSE,0,NA,2020-05-05 23:55:11,TRUE,NA,"1257821174735781888",NA,"<a href=""https://www.astrob.org"" rel=""nofollow"">Covid-Prognoser</a>","CovidPrognoser",0,FALSE,FALSE,NA,NA
"22"," PODCAST EN DIRECTO: SITUACIN QUE PRESENTA EL COVID-19 ESTE 5 DE MAYO DE 2020 en @Spreaker #amlo https://t.co/0Qzc0bzrAs",FALSE,0,NA,2020-05-05 23:55:08,TRUE,NA,"1257821160928149504",NA,"<a href=""https://www.spreaker.com"" rel=""nofollow"">Spreaker</a>","ecmcnoticiasmex",0,FALSE,FALSE,NA,NA
"23"," ..      24   :   .        https://t.co/Lis9wjqGq6",FALSE,0,NA,2020-05-05 23:54:59,TRUE,NA,"1257821121413550080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","samidahhaslrlin",0,FALSE,FALSE,NA,NA
"24","#
#Covid_19 https://t.co/6wdc9STCH8",FALSE,0,NA,2020-05-05 23:54:56,FALSE,NA,"1257821110516793349",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","almujahed444",0,FALSE,FALSE,NA,NA
